filename,width,height,class,xmin,ymin,xmax,ymax
00083.jpg,300,225,car,56,60,293,198
00225.jpg,465,342,car,18,47,460,329
00312.jpg,640,480,car,68,94,608,452
00312.jpg,640,480,car,6,90,170,179
00312.jpg,640,480,car,470,135,568,165
00312.jpg,640,480,car,582,124,639,162
00077.jpg,3552,2153,car,52,159,3504,2059
00101.jpg,1024,768,car,69,38,938,736
00101.jpg,1024,768,car,126,5,269,68
00101.jpg,1024,768,car,24,10,126,71
00101.jpg,1024,768,car,409,7,480,39
00101.jpg,1024,768,car,572,18,671,51
00239.jpg,259,194,car,1,21,255,174
00239.jpg,259,194,car,224,15,259,49
00239.jpg,259,194,car,87,4,151,31
00239.jpg,259,194,car,52,5,96,26
00239.jpg,259,194,car,1,11,32,62
00272.jpg,600,331,car,7,14,585,325
00240.jpg,300,225,car,45,62,250,170
00240.jpg,300,225,car,14,52,100,114
00240.jpg,300,225,car,89,53,147,79
00240.jpg,300,225,car,149,54,230,104
00240.jpg,300,225,car,201,54,277,107
00240.jpg,300,225,car,241,53,300,96
00240.jpg,300,225,car,184,27,241,57
00240.jpg,300,225,car,123,40,180,62
00240.jpg,300,225,car,63,39,111,59
00240.jpg,300,225,car,1,41,34,64
00240.jpg,300,225,car,1,55,15,102
00084.jpg,640,480,car,28,75,611,460
00084.jpg,640,480,car,2,150,127,290
00084.jpg,640,480,car,89,155,177,204
00231.jpg,640,480,car,71,107,604,393
00231.jpg,640,480,car,1,147,57,299
00322.jpg,1024,768,car,15,308,1007,712
00322.jpg,1024,768,car,616,352,775,437
00322.jpg,1024,768,car,644,333,937,463
00322.jpg,1024,768,car,845,335,1018,491
00322.jpg,1024,768,car,2,341,136,442
00322.jpg,1024,768,car,68,321,305,453
00322.jpg,1024,768,car,241,351,341,406
00216.jpg,144,108,car,23,47,132,87
00216.jpg,144,108,car,1,64,24,81
00078.jpg,640,480,car,32,85,614,413
00210.jpg,640,480,car,10,78,632,390
00088.jpg,2592,1944,car,175,177,2385,1746
00088.jpg,2592,1944,car,119,184,985,752
00088.jpg,2592,1944,car,4,199,366,399
00088.jpg,2592,1944,car,2079,202,2572,584
00303.jpg,300,225,car,3,48,295,197
00260.jpg,720,518,car,31,154,699,438
00035.jpg,1258,816,car,235,98,1084,664
00261.jpg,400,269,car,36,72,380,229
00327.jpg,550,366,car,13,32,542,306
00215.jpg,259,194,car,40,51,218,134
00215.jpg,259,194,car,162,49,205,69
00215.jpg,259,194,car,1,49,28,72
00175.jpg,800,533,car,69,112,740,486
00132.jpg,640,480,car,101,79,555,388
00132.jpg,640,480,car,2,74,259,247
00132.jpg,640,480,car,555,111,593,146
00132.jpg,640,480,car,615,117,640,148
00132.jpg,640,480,car,233,101,278,134
00140.jpg,640,480,car,62,94,630,445
00140.jpg,640,480,car,269,60,640,310
00070.jpg,1600,1200,car,218,311,1042,983
00289.jpg,800,533,car,201,198,747,430
00277.jpg,1024,768,car,62,173,940,667
00228.jpg,964,536,car,230,154,892,385
00016.jpg,640,480,car,30,54,609,401
00016.jpg,640,480,car,292,44,314,60
00016.jpg,640,480,car,334,48,361,63
00016.jpg,640,480,car,381,48,414,64
00016.jpg,640,480,car,488,54,537,76
00089.jpg,1024,768,car,64,223,975,553
00100.jpg,480,360,car,24,182,450,356
00100.jpg,480,360,car,1,197,131,269
00100.jpg,480,360,car,308,17,476,104
00294.jpg,640,480,car,15,143,623,391
00043.jpg,596,417,car,9,51,585,365
00064.jpg,1024,768,car,104,52,923,689
00027.jpg,630,418,car,80,107,602,335
00299.jpg,1024,768,car,30,71,973,698
00299.jpg,1024,768,car,5,180,101,277
00299.jpg,1024,768,car,69,181,155,242
00299.jpg,1024,768,car,4,124,66,177
00299.jpg,1024,768,car,68,124,154,184
00217.jpg,640,480,car,45,33,592,454
00217.jpg,640,480,car,1,26,84,156
00217.jpg,640,480,car,514,45,606,86
00168.jpg,640,480,car,114,97,562,390
00168.jpg,640,480,car,520,116,623,165
00181.jpg,1024,768,car,83,259,909,746
00181.jpg,1024,768,car,540,252,755,388
00181.jpg,1024,768,car,725,262,866,381
00181.jpg,1024,768,car,93,238,257,376
00330.jpg,500,333,car,168,91,338,302
00158.jpg,1280,960,car,80,238,1202,834
00204.jpg,300,169,car,12,60,283,151
00046.jpg,786,492,car,25,82,752,474
00054.jpg,1600,1200,car,65,564,1525,1083
00218.jpg,400,300,car,39,90,337,243
00218.jpg,400,300,car,320,76,386,134
00218.jpg,400,300,car,1,96,74,162
00218.jpg,400,300,car,133,89,189,110
00218.jpg,400,300,car,106,95,131,108
00218.jpg,400,300,car,17,95,71,113
00032.jpg,500,375,car,17,32,471,343
00075.jpg,550,286,car,46,74,520,259
00164.jpg,259,194,car,13,29,238,173
00219.jpg,640,359,car,87,11,595,319
00199.jpg,1600,1200,car,138,312,1268,823
00139.jpg,800,535,car,73,216,628,485
00058.jpg,260,194,car,9,36,252,169
00163.jpg,700,525,car,49,86,655,422
00163.jpg,700,525,car,629,201,700,308
00076.jpg,300,187,car,11,25,285,165
00234.jpg,1504,1000,car,107,363,1193,952
00246.jpg,1280,1024,car,9,311,1280,970
00067.jpg,640,480,car,124,88,597,427
00067.jpg,640,480,car,439,132,551,181
00067.jpg,640,480,car,113,127,143,170
00067.jpg,640,480,car,140,118,189,167
00067.jpg,640,480,car,551,133,634,175
00067.jpg,640,480,car,530,132,580,157
00067.jpg,640,480,car,620,142,640,168
00067.jpg,640,480,car,81,125,99,142
00097.jpg,78,58,car,5,11,74,48
00018.jpg,200,147,car,11,18,183,139
00209.jpg,1000,667,car,58,131,972,635
00209.jpg,1000,667,car,655,14,866,166
00209.jpg,1000,667,car,885,4,1000,143
00209.jpg,1000,667,car,669,203,1000,557
00329.jpg,700,500,car,6,106,660,450
00329.jpg,700,500,car,573,125,700,243
00329.jpg,700,500,car,72,112,302,216
00329.jpg,700,500,car,1,114,190,209
00329.jpg,700,500,car,1,104,48,150
00301.jpg,300,241,car,57,35,244,187
00265.jpg,400,266,car,10,76,392,208
00265.jpg,400,266,car,98,55,134,75
00265.jpg,400,266,car,126,46,159,75
00265.jpg,400,266,car,26,50,52,73
00265.jpg,400,266,car,51,48,81,69
00265.jpg,400,266,car,9,52,29,69
00265.jpg,400,266,car,198,54,227,68
00265.jpg,400,266,car,228,52,255,71
00265.jpg,400,266,car,277,55,313,75
00026.jpg,628,417,car,33,173,597,377
00082.jpg,640,480,car,64,112,597,412
00309.jpg,640,480,car,54,120,595,355
00309.jpg,640,480,car,597,133,639,155
00269.jpg,640,480,car,26,189,604,398
00269.jpg,640,480,car,48,197,84,221
00269.jpg,640,480,car,111,199,143,214
00269.jpg,640,480,car,614,197,639,219
00235.jpg,640,480,car,64,55,545,398
00235.jpg,640,480,car,569,110,598,141
00235.jpg,640,480,car,602,114,632,143
00235.jpg,640,480,car,526,108,566,134
00093.jpg,275,183,car,23,52,257,139
00085.jpg,640,480,car,14,82,626,406
00085.jpg,640,480,car,174,61,299,95
00085.jpg,640,480,car,423,59,617,223
00085.jpg,640,480,car,2,39,49,221
00326.jpg,450,261,car,34,33,426,249
00039.jpg,640,425,car,55,108,615,343
00039.jpg,640,425,car,1,151,125,243
00279.jpg,576,352,car,15,50,555,315
00221.jpg,500,331,car,25,18,477,311
00221.jpg,500,331,car,171,11,328,70
00257.jpg,640,480,car,23,153,613,345
00285.jpg,640,305,car,21,21,634,284
00285.jpg,640,305,car,1,16,328,181
00285.jpg,640,305,car,2,7,149,79
00285.jpg,640,305,car,545,2,640,96
00285.jpg,640,305,car,443,8,495,33
00285.jpg,640,305,car,352,10,437,30
00285.jpg,640,305,car,289,9,361,34
00285.jpg,640,305,car,547,9,570,24
00220.jpg,480,360,car,26,101,457,341
00220.jpg,480,360,car,274,108,480,273
00220.jpg,480,360,car,9,116,79,208
00237.jpg,400,300,car,17,14,391,261
00237.jpg,400,300,car,255,27,400,178
00237.jpg,400,300,car,4,43,36,83
00197.jpg,540,436,car,45,119,491,362
00311.jpg,280,280,car,1,64,280,234
00282.jpg,480,360,car,34,115,445,331
00282.jpg,480,360,car,2,153,45,186
00304.jpg,264,191,car,17,32,229,165
00310.jpg,424,360,car,44,63,393,308
00310.jpg,424,360,car,255,86,346,137
00310.jpg,424,360,car,316,89,385,135
00310.jpg,424,360,car,355,86,419,133
00310.jpg,424,360,car,2,89,49,143
00028.jpg,620,412,car,45,115,585,373
00005.jpg,144,108,car,17,34,128,95
00328.jpg,300,199,car,41,48,245,174
00020.jpg,1000,650,car,19,282,957,595
00156.jpg,250,166,car,24,23,209,140
00156.jpg,250,166,car,1,74,19,88
00202.jpg,1600,1067,car,240,227,1225,792
00169.jpg,140,104,car,1,22,139,77
00136.jpg,300,225,car,20,34,278,192
00136.jpg,300,225,car,3,54,63,78
00136.jpg,300,225,car,43,47,123,78
00136.jpg,300,225,car,248,64,286,88
00295.jpg,640,480,car,153,116,520,417
00182.jpg,1024,733,car,52,231,993,644
00253.jpg,640,480,car,47,103,581,346
00224.jpg,200,150,car,19,8,176,136
00150.jpg,608,456,car,9,205,594,397
00013.jpg,500,335,car,30,37,417,302
00013.jpg,500,335,car,10,35,72,95
00013.jpg,500,335,car,119,29,188,64
00236.jpg,600,450,car,19,134,573,416
00252.jpg,275,183,car,37,48,251,158
00143.jpg,665,429,car,74,50,562,415
00057.jpg,1200,498,car,258,130,973,442
00186.jpg,266,199,car,5,68,252,183
00186.jpg,266,199,car,19,89,40,103
00186.jpg,266,199,car,4,88,17,101
00186.jpg,266,199,car,40,88,60,100
00090.jpg,300,225,car,4,42,294,207
00090.jpg,300,225,car,4,73,35,88
00090.jpg,300,225,car,43,72,70,83
00090.jpg,300,225,car,268,59,299,105
00090.jpg,300,225,car,1,67,22,86
00297.jpg,640,480,car,58,156,640,458
00109.jpg,259,194,car,20,14,248,175
00109.jpg,259,194,car,1,27,31,72
00040.jpg,750,469,car,217,112,657,393
00036.jpg,580,250,car,137,42,520,214
00266.jpg,800,600,car,23,299,786,574
00009.jpg,1280,843,car,18,115,1266,767
00170.jpg,640,480,car,45,72,614,447
00170.jpg,640,480,car,1,155,82,270
00170.jpg,640,480,car,3,340,144,479
00170.jpg,640,480,car,592,156,640,241
00105.jpg,1024,768,car,57,259,968,642
00105.jpg,1024,768,car,98,322,324,430
00105.jpg,1024,768,car,888,322,1001,468
00044.jpg,659,439,car,218,188,538,367
00205.jpg,640,426,car,26,70,614,363
00017.jpg,259,194,car,40,55,232,143
00243.jpg,750,469,car,264,227,730,427
00243.jpg,750,469,car,416,222,469,262
00171.jpg,300,183,car,37,38,265,169
00245.jpg,556,283,car,20,59,536,250
00052.jpg,808,424,car,39,27,774,395
00283.jpg,786,492,car,107,187,670,366
00038.jpg,480,360,car,15,90,458,326
00229.jpg,259,194,car,4,48,255,141
00267.jpg,640,425,car,13,127,618,389
00002.jpg,900,675,car,67,140,835,590
00166.jpg,424,360,car,6,66,398,235
00014.jpg,800,600,car,26,242,779,531
00071.jpg,643,305,car,10,14,635,298
00004.jpg,2100,1386,car,589,388,1514,1085
00211.jpg,608,397,car,13,35,587,366
00211.jpg,608,397,car,255,43,568,165
00107.jpg,276,182,car,23,18,247,170
00213.jpg,300,225,car,36,62,259,197
00213.jpg,300,225,car,253,81,300,115
00213.jpg,300,225,car,1,95,37,127
00213.jpg,300,225,car,6,94,66,124
00213.jpg,300,225,car,50,95,76,109
00042.jpg,640,452,car,31,61,614,365
00042.jpg,640,452,car,374,93,640,272
00042.jpg,640,452,car,534,105,640,168
00042.jpg,640,452,car,607,109,640,132
00249.jpg,640,480,car,4,170,631,446
00249.jpg,640,480,car,215,97,640,286
00249.jpg,640,480,car,32,79,392,215
00249.jpg,640,480,car,3,78,178,203
00249.jpg,640,480,car,1,49,85,115
00249.jpg,640,480,car,389,29,466,93
00249.jpg,640,480,car,510,36,570,88
00249.jpg,640,480,car,574,64,640,127
00030.jpg,896,592,car,86,110,866,520
00048.jpg,813,541,car,221,77,750,426
00250.jpg,259,194,car,15,37,248,182
00250.jpg,259,194,car,1,56,14,73
00250.jpg,259,194,car,15,58,30,71
00250.jpg,259,194,car,33,58,47,73
00250.jpg,259,194,car,49,58,67,73
00250.jpg,259,194,car,69,58,85,71
00250.jpg,259,194,car,236,60,258,89
00280.jpg,267,189,car,4,33,258,177
00280.jpg,267,189,car,148,14,250,68
00280.jpg,267,189,car,248,12,267,63
00280.jpg,267,189,car,2,13,55,69
00280.jpg,267,189,car,37,20,65,46
00280.jpg,267,189,car,62,18,89,44
00280.jpg,267,189,car,90,18,130,38
00280.jpg,267,189,car,124,15,150,38
00308.jpg,800,480,car,24,140,772,443
00308.jpg,800,480,car,476,174,687,263
00049.jpg,1600,1067,car,171,544,893,933
00025.jpg,604,453,car,35,87,540,341
00284.jpg,1024,768,car,63,83,952,645
00284.jpg,1024,768,car,732,194,995,346
00284.jpg,1024,768,car,957,210,1005,244
00177.jpg,700,326,car,89,24,653,311
00059.jpg,640,480,car,76,90,601,336
00059.jpg,640,480,car,4,105,158,276
00059.jpg,640,480,car,145,130,255,182
00059.jpg,640,480,car,589,134,640,179
00010.jpg,640,480,car,26,115,618,354
00316.jpg,292,210,car,10,24,275,159
00063.jpg,1032,774,car,179,339,923,629
00191.jpg,750,469,car,128,75,655,431
00034.jpg,640,480,car,38,63,612,401
00034.jpg,640,480,car,1,82,52,249
00034.jpg,640,480,car,593,104,640,150
00029.jpg,1600,1200,car,29,156,1552,1128
00092.jpg,600,338,car,99,85,491,271
00065.jpg,500,361,car,66,177,407,310
00015.jpg,640,424,car,43,70,584,361
00315.jpg,2100,1386,car,548,333,1582,1227
00133.jpg,480,360,car,9,122,424,352
00133.jpg,480,360,car,116,144,162,174
00133.jpg,480,360,car,1,149,20,165
00133.jpg,480,360,car,35,150,50,163
00133.jpg,480,360,car,51,148,80,165
00133.jpg,480,360,car,77,151,105,166
00133.jpg,480,360,car,382,137,479,200
00001.jpg,600,400,car,41,117,570,382
00073.jpg,320,240,car,14,12,314,223
00022.jpg,2100,1386,car,181,530,1904,1120
00254.jpg,300,161,car,17,9,294,147
00263.jpg,1111,740,car,169,284,735,662
00050.jpg,580,407,car,22,98,559,334
00258.jpg,259,194,car,31,82,228,161
00258.jpg,259,194,car,1,87,50,139
00138.jpg,1600,1051,car,136,295,1418,897
00011.jpg,640,424,car,47,101,602,395
00167.jpg,440,275,car,16,27,427,260
00313.jpg,500,334,car,14,39,477,300
00313.jpg,500,334,car,1,112,32,163
00313.jpg,500,334,car,310,3,423,41
00031.jpg,1024,768,car,56,317,442,548
00142.jpg,1024,683,car,86,310,951,635
00148.jpg,640,480,car,22,78,614,397
00244.jpg,480,360,car,22,95,476,332
00192.jpg,300,225,car,32,21,257,211
00095.jpg,1280,782,car,104,174,1210,675
00037.jpg,640,425,car,27,91,614,337
00037.jpg,640,425,car,202,24,231,40
00037.jpg,640,425,car,73,28,248,93
00037.jpg,640,425,car,265,33,285,49
00273.jpg,480,360,car,36,61,456,318
00099.jpg,510,383,car,30,58,484,348
00238.jpg,600,399,car,167,89,522,344
00051.jpg,640,480,car,41,181,610,467
00053.jpg,500,375,car,160,189,422,305
00053.jpg,500,375,car,44,174,244,255
00053.jpg,500,375,car,340,169,447,230
00053.jpg,500,375,car,432,172,500,232
00053.jpg,500,375,car,34,164,77,182
00053.jpg,500,375,car,1,163,30,178
00053.jpg,500,375,car,85,167,146,197
00053.jpg,500,375,car,216,165,249,185
00053.jpg,500,375,car,246,163,288,191
00053.jpg,500,375,car,288,164,329,190
00053.jpg,500,375,car,330,161,374,191
00053.jpg,500,375,car,362,156,383,171
00053.jpg,500,375,car,385,157,417,178
00053.jpg,500,375,car,418,155,461,178
00053.jpg,500,375,car,430,165,471,192
00053.jpg,500,375,car,183,162,218,179
00053.jpg,500,375,car,153,154,173,166
00053.jpg,500,375,car,222,154,247,168
00053.jpg,500,375,car,267,155,283,166
00053.jpg,500,375,car,90,155,112,168
00033.jpg,1024,768,car,33,197,1006,644
00033.jpg,1024,768,car,6,182,124,282
00033.jpg,1024,768,car,103,169,144,200
00033.jpg,1024,768,car,168,174,191,192
00033.jpg,1024,768,car,9,168,68,194
00033.jpg,1024,768,car,69,171,104,194
00033.jpg,1024,768,car,307,170,357,194
00033.jpg,1024,768,car,838,163,974,226
00033.jpg,1024,768,car,712,204,972,323
00033.jpg,1024,768,car,692,185,815,228
00033.jpg,1024,768,car,462,165,568,198
00033.jpg,1024,768,car,560,167,666,214
00194.jpg,1280,782,car,185,321,1219,778
00144.jpg,355,266,car,66,56,282,206
00144.jpg,355,266,car,263,77,349,132
00144.jpg,355,266,car,309,92,355,152
00144.jpg,355,266,car,1,93,30,117
00144.jpg,355,266,car,39,94,53,107
00144.jpg,355,266,car,58,88,80,118
00307.jpg,1280,960,car,169,55,1200,909
00307.jpg,1280,960,car,2,169,181,302
00307.jpg,1280,960,car,171,162,238,215
00006.jpg,575,431,car,258,290,516,416
00325.jpg,300,200,car,16,24,289,152
00104.jpg,480,360,car,1,73,478,287
00106.jpg,300,225,car,69,75,233,156
00106.jpg,300,225,car,41,86,130,130
00106.jpg,300,225,car,13,94,81,125
00106.jpg,300,225,car,1,96,51,127
00069.jpg,800,533,car,144,127,672,411
00079.jpg,750,469,car,166,124,744,416
00079.jpg,750,469,car,133,198,163,226
00079.jpg,750,469,car,148,196,182,223
00062.jpg,450,280,car,22,24,421,261
00324.jpg,210,131,car,16,25,198,127
00180.jpg,300,189,car,3,40,297,167
00227.jpg,640,480,car,36,63,614,423
00154.jpg,400,260,car,15,102,384,250
00102.jpg,480,360,car,100,131,397,229
00323.jpg,800,536,car,157,246,627,440
00072.jpg,1280,850,car,100,265,1184,758
00019.jpg,1500,938,car,242,274,1363,776
00153.jpg,640,480,car,4,136,629,364
00146.jpg,300,166,car,4,5,296,165
00318.jpg,625,416,car,71,159,444,385
00173.jpg,530,398,car,26,65,507,343
00080.jpg,300,224,car,25,21,289,213
00187.jpg,1600,1200,car,10,408,1597,997
00094.jpg,786,491,car,19,60,783,425
00024.jpg,1024,768,car,50,147,970,609
00270.jpg,375,224,car,14,71,355,198
00012.jpg,500,315,car,5,62,497,277
00212.jpg,259,194,car,9,22,254,161
00212.jpg,259,194,car,19,15,78,46
00212.jpg,259,194,car,106,11,159,52
00212.jpg,259,194,car,165,11,234,62
00147.jpg,787,346,car,8,13,768,317
00172.jpg,500,305,car,10,107,491,268
00086.jpg,1500,920,car,122,309,1411,895
00185.jpg,640,480,car,16,28,619,453
00185.jpg,640,480,car,2,99,94,184
00185.jpg,640,480,car,593,112,626,166
00137.jpg,640,480,car,46,101,587,410
00137.jpg,640,480,car,1,154,18,214
00137.jpg,640,480,car,406,119,640,270
00137.jpg,640,480,car,587,130,639,163
00074.jpg,320,240,car,16,8,310,228
00074.jpg,320,240,car,1,66,29,95
00145.jpg,1500,938,car,130,7,1279,928
00021.jpg,750,469,car,16,157,696,378
00190.jpg,1280,960,car,221,415,1276,929
00190.jpg,1280,960,car,1071,257,1249,441
00041.jpg,640,480,car,59,56,568,401
00041.jpg,640,480,car,544,91,640,155
00041.jpg,640,480,car,514,95,605,154
00041.jpg,640,480,car,487,97,549,147
00041.jpg,640,480,car,467,101,523,151
00041.jpg,640,480,car,456,100,487,136
00256.jpg,986,603,car,83,207,777,514
00045.jpg,500,375,car,11,108,490,297
00230.jpg,3699,2775,car,247,512,3677,2557
00230.jpg,3699,2775,car,2577,667,3699,1638
00230.jpg,3699,2775,car,12,807,407,1052
00193.jpg,1024,768,car,80,108,986,717
00193.jpg,1024,768,car,30,177,400,365
00193.jpg,1024,768,car,2,280,82,491
00193.jpg,1024,768,car,1,165,147,253
00193.jpg,1024,768,car,209,145,320,216
00193.jpg,1024,768,car,936,138,1024,232
00193.jpg,1024,768,car,330,144,501,212
00251.jpg,3264,2448,car,556,446,2997,2005
00251.jpg,3264,2448,car,1970,519,3264,1421
00251.jpg,3264,2448,car,20,733,402,1246
00271.jpg,144,108,car,12,21,139,76
00271.jpg,144,108,car,1,31,9,43
00271.jpg,144,108,car,9,30,21,41
00281.jpg,587,390,car,9,228,186,315
00281.jpg,587,390,car,210,235,391,352
00281.jpg,587,390,car,404,230,576,315
00298.jpg,409,271,car,52,71,358,249
00302.jpg,300,189,car,4,32,294,180
00206.jpg,640,480,car,117,222,560,440
00195.jpg,1440,1080,car,160,351,1309,804
00183.jpg,200,150,car,5,11,194,122
00208.jpg,376,282,car,23,148,358,266
00149.jpg,282,179,car,33,5,247,175
00262.jpg,587,391,car,160,129,504,301
00287.jpg,1280,960,car,56,305,1264,748
00287.jpg,1280,960,car,4,303,223,545
00320.jpg,514,300,car,38,10,442,287
00320.jpg,514,300,car,392,6,419,41
00320.jpg,514,300,car,391,3,443,35
00320.jpg,514,300,car,470,6,514,44
00293.jpg,1000,441,car,30,39,927,387
00288.jpg,300,156,car,61,47,253,137
00223.jpg,500,333,car,42,119,301,285
00155.jpg,1600,1200,car,83,6,1570,1141
00296.jpg,640,480,car,18,113,624,462
00056.jpg,500,315,car,31,48,470,269
00314.jpg,640,480,car,33,74,610,426
00314.jpg,640,480,car,1,163,57,258
00189.jpg,640,480,car,16,23,582,413
00214.jpg,1024,768,car,61,74,927,676
00214.jpg,1024,768,car,2,212,94,284
00214.jpg,1024,768,car,869,177,984,337
00306.jpg,640,480,car,46,122,577,444
00306.jpg,640,480,car,436,134,584,208
00306.jpg,640,480,car,571,129,631,220
00306.jpg,640,480,car,387,141,478,200
00306.jpg,640,480,car,19,178,46,249
00241.jpg,1024,768,car,25,52,1009,701
00241.jpg,1024,768,car,636,34,1024,415
00241.jpg,1024,768,car,454,23,607,121
00241.jpg,1024,768,car,69,38,201,169
00233.jpg,1600,1067,car,277,101,1490,925
00317.jpg,300,224,car,5,56,297,210
00081.jpg,550,301,car,8,54,540,277
00200.jpg,340,255,car,25,53,300,193
00200.jpg,340,255,car,260,60,319,101
00200.jpg,340,255,car,302,60,335,94
00200.jpg,340,255,car,1,64,63,121
00200.jpg,340,255,car,2,43,106,104
00200.jpg,340,255,car,94,46,173,89
00176.jpg,1024,768,car,45,76,1004,551
00176.jpg,1024,768,car,18,244,227,412
00274.jpg,500,334,car,28,68,436,292
00255.jpg,791,422,car,29,79,728,402
00184.jpg,640,426,car,34,47,606,350
00184.jpg,640,426,car,115,37,264,131
00184.jpg,640,426,car,4,71,127,241
00184.jpg,640,426,car,58,38,144,97
00184.jpg,640,426,car,263,46,329,89
00184.jpg,640,426,car,521,32,640,152
00165.jpg,500,221,car,36,86,474,214
00275.jpg,600,375,car,172,187,490,349
00264.jpg,500,375,car,50,71,472,307
00264.jpg,500,375,car,2,120,57,178
00161.jpg,640,480,car,11,84,626,350
00161.jpg,640,480,car,103,51,360,149
00161.jpg,640,480,car,66,54,270,143
00161.jpg,640,480,car,51,56,162,115
00161.jpg,640,480,car,321,47,359,69
00161.jpg,640,480,car,348,41,396,65
00161.jpg,640,480,car,368,34,417,60
00161.jpg,640,480,car,26,62,58,80
00157.jpg,1024,768,car,61,156,947,624
00157.jpg,1024,768,car,907,220,1023,385
00157.jpg,1024,768,car,95,285,154,320
00157.jpg,1024,768,car,77,288,132,327
00157.jpg,1024,768,car,50,284,119,328
00157.jpg,1024,768,car,34,292,70,321
00157.jpg,1024,768,car,1,299,30,326
00061.jpg,1023,764,car,15,109,1009,732
00321.jpg,640,480,car,42,57,590,409
00068.jpg,640,438,car,36,44,592,346
00108.jpg,212,159,car,10,28,207,141
00226.jpg,259,194,car,47,18,201,163
00226.jpg,259,194,car,176,25,258,92
