filename,width,height,class,xmin,ymin,xmax,ymax
156.png,278,94,character,39,29,63,64
156.png,278,94,character,66,22,91,64
156.png,278,94,character,90,23,118,67
156.png,278,94,character,119,24,144,66
156.png,278,94,character,149,36,177,70
156.png,278,94,character,178,39,204,72
156.png,278,94,character,212,24,231,60
156.png,278,94,character,230,23,252,63
182.png,480,116,character,64,53,105,106
182.png,480,116,character,114,42,156,101
182.png,480,116,character,157,41,198,106
182.png,480,116,character,203,41,244,103
182.png,480,116,character,252,51,287,103
182.png,480,116,character,293,50,332,102
182.png,480,116,character,349,35,384,84
182.png,480,116,character,383,31,414,80
185.png,452,132,character,62,55,95,102
185.png,452,132,character,99,42,136,99
185.png,452,132,character,137,44,174,101
185.png,452,132,character,175,44,214,100
185.png,452,132,character,218,56,253,98
185.png,452,132,character,255,56,291,97
185.png,452,132,character,304,39,330,85
185.png,452,132,character,331,40,361,83
185.png,452,132,character,360,36,387,80
92.png,358,120,character,35,45,68,87
92.png,358,120,character,72,30,106,84
92.png,358,120,character,108,30,138,82
92.png,358,120,character,144,28,176,80
92.png,358,120,character,178,37,212,82
92.png,358,120,character,215,33,250,80
92.png,358,120,character,260,19,286,60
92.png,358,120,character,286,20,312,61
92.png,358,120,character,313,16,340,57
223.png,382,166,character,65,54,97,99
223.png,382,166,character,98,45,126,100
223.png,382,166,character,132,48,158,105
223.png,382,166,character,161,52,187,109
223.png,382,166,character,191,70,220,116
223.png,382,166,character,225,73,254,116
223.png,382,166,character,266,61,290,111
223.png,382,166,character,291,64,315,114
223.png,382,166,character,317,65,338,113
228.png,628,212,character,77,85,140,163
228.png,628,212,character,148,72,205,163
228.png,628,212,character,206,69,264,163
228.png,628,212,character,265,69,323,161
228.png,628,212,character,335,83,381,164
228.png,628,212,character,392,87,448,166
228.png,628,212,character,471,64,512,138
228.png,628,212,character,517,65,563,141
308.png,468,126,character,48,57,90,114
308.png,468,126,character,92,40,140,114
308.png,468,126,character,141,38,185,111
308.png,468,126,character,194,39,232,108
308.png,468,126,character,234,51,279,104
308.png,468,126,character,281,50,328,103
308.png,468,126,character,338,27,368,75
308.png,468,126,character,371,25,400,72
308.png,468,126,character,402,17,432,66
386.png,762,172,character,50,69,124,149
386.png,762,172,character,127,57,207,151
386.png,762,172,character,208,53,284,147
386.png,762,172,character,290,55,368,147
386.png,762,172,character,372,70,438,142
386.png,762,172,character,453,59,520,140
386.png,762,172,character,551,32,601,109
386.png,762,172,character,602,30,659,103
386.png,762,172,character,662,24,719,95
43.png,366,130,character,57,59,87,108
43.png,366,130,character,91,52,121,106
43.png,366,130,character,124,49,152,105
43.png,366,130,character,155,48,184,103
43.png,366,130,character,187,60,218,102
43.png,366,130,character,218,59,252,102
43.png,366,130,character,262,43,284,92
43.png,366,130,character,286,43,312,88
43.png,366,130,character,312,42,336,87
103.png,360,186,character,49,45,78,100
103.png,360,186,character,79,40,109,104
103.png,360,186,character,110,39,137,113
103.png,360,186,character,138,59,169,122
103.png,360,186,character,173,71,201,130
103.png,360,186,character,208,82,233,136
103.png,360,186,character,251,77,273,129
103.png,360,186,character,276,81,299,134
103.png,360,186,character,302,86,328,137
56.png,290,96,character,13,21,41,66
56.png,290,96,character,46,13,74,66
56.png,290,96,character,78,12,104,67
56.png,290,96,character,109,16,136,70
56.png,290,96,character,144,28,174,73
56.png,290,96,character,176,31,203,77
56.png,290,96,character,220,19,244,59
56.png,290,96,character,245,18,272,61
323.png,354,144,character,49,48,80,94
323.png,354,144,character,79,29,112,97
323.png,354,144,character,114,37,144,98
323.png,354,144,character,147,41,172,100
323.png,354,144,character,173,55,204,104
323.png,354,144,character,206,55,234,102
323.png,354,144,character,248,45,269,94
323.png,354,144,character,270,47,293,92
323.png,354,144,character,295,45,321,93
119.png,546,180,character,54,51,97,115
119.png,546,180,character,105,46,151,116
119.png,546,180,character,154,40,203,120
119.png,546,180,character,207,46,257,125
119.png,546,180,character,262,68,309,127
119.png,546,180,character,315,73,359,134
119.png,546,180,character,382,54,418,113
119.png,546,180,character,420,58,457,119
119.png,546,180,character,457,58,498,120
399.png,450,132,character,35,59,81,111
399.png,450,132,character,80,47,124,108
399.png,450,132,character,123,44,167,110
399.png,450,132,character,167,48,209,108
399.png,450,132,character,210,58,251,108
399.png,450,132,character,254,56,294,105
399.png,450,132,character,307,37,334,85
399.png,450,132,character,335,37,366,83
399.png,450,132,character,368,36,399,81
222.png,346,136,character,43,36,71,80
222.png,346,136,character,74,34,102,82
222.png,346,136,character,103,34,133,86
222.png,346,136,character,132,35,165,88
222.png,346,136,character,166,53,192,95
222.png,346,136,character,195,54,222,97
222.png,346,136,character,235,43,257,89
222.png,346,136,character,259,45,281,91
222.png,346,136,character,282,49,307,92
23.png,418,148,character,64,87,101,136
23.png,418,148,character,100,70,137,130
23.png,418,148,character,139,65,177,124
23.png,418,148,character,177,59,210,121
23.png,418,148,character,215,70,252,118
23.png,418,148,character,253,65,289,110
23.png,418,148,character,300,45,329,88
23.png,418,148,character,327,41,355,86
23.png,418,148,character,355,35,382,81
70.png,308,116,character,36,39,60,83
70.png,308,116,character,65,30,90,84
70.png,308,116,character,93,35,120,89
70.png,308,116,character,126,36,148,89
70.png,308,116,character,150,45,174,91
70.png,308,116,character,179,51,204,96
70.png,308,116,character,216,39,235,79
70.png,308,116,character,239,40,258,79
70.png,308,116,character,261,42,283,80
325.png,320,108,character,45,29,75,75
325.png,320,108,character,74,20,108,81
325.png,320,108,character,109,21,138,81
325.png,320,108,character,139,26,167,83
325.png,320,108,character,169,39,199,85
325.png,320,108,character,198,41,228,87
325.png,320,108,character,240,29,265,68
325.png,320,108,character,266,29,290,69
347.png,432,138,character,42,62,87,111
347.png,432,138,character,93,53,135,110
347.png,432,138,character,136,54,179,110
347.png,432,138,character,180,52,221,110
347.png,432,138,character,232,65,271,113
347.png,432,138,character,277,67,312,114
347.png,432,138,character,330,53,365,99
347.png,432,138,character,368,55,398,98
164.png,408,116,character,28,35,67,87
164.png,408,116,character,71,25,112,84
164.png,408,116,character,114,25,152,88
164.png,408,116,character,157,27,194,93
164.png,408,116,character,197,40,234,93
164.png,408,116,character,236,39,276,93
164.png,408,116,character,293,28,319,79
164.png,408,116,character,322,31,354,80
164.png,408,116,character,352,30,384,79
175.png,450,140,character,59,53,97,100
175.png,450,140,character,100,41,138,100
175.png,450,140,character,145,44,182,102
175.png,450,140,character,186,47,224,105
175.png,450,140,character,226,61,266,109
175.png,450,140,character,269,63,305,109
175.png,450,140,character,323,44,351,93
175.png,450,140,character,351,44,380,97
175.png,450,140,character,381,46,414,91
353.png,356,120,character,56,38,84,77
353.png,356,120,character,89,27,115,78
353.png,356,120,character,118,25,146,79
353.png,356,120,character,146,23,176,79
353.png,356,120,character,182,39,211,82
353.png,356,120,character,213,40,239,82
353.png,356,120,character,254,26,279,67
353.png,356,120,character,278,26,306,68
317.png,300,96,character,39,36,59,68
317.png,300,96,character,60,30,84,68
317.png,300,96,character,86,31,107,69
317.png,300,96,character,107,33,131,71
317.png,300,96,character,132,44,153,74
317.png,300,96,character,153,42,179,78
317.png,300,96,character,185,36,203,67
317.png,300,96,character,202,35,221,67
317.png,300,96,character,221,36,239,67
87.png,274,104,character,37,37,59,74
87.png,274,104,character,62,29,85,77
87.png,274,104,character,89,31,111,77
87.png,274,104,character,114,32,135,76
87.png,274,104,character,140,43,163,82
87.png,274,104,character,164,42,191,84
87.png,274,104,character,200,34,218,72
87.png,274,104,character,220,36,239,74
87.png,274,104,character,239,36,260,72
376.png,486,162,character,57,39,94,100
376.png,486,162,character,100,33,146,106
376.png,486,162,character,145,34,189,108
376.png,486,162,character,191,34,237,116
376.png,486,162,character,240,58,285,122
376.png,486,162,character,286,58,334,126
376.png,486,162,character,347,44,385,106
376.png,486,162,character,384,44,424,104
360.png,300,116,character,59,71,87,108
360.png,300,116,character,78,59,109,103
360.png,300,116,character,109,57,137,102
360.png,300,116,character,132,53,161,98
360.png,300,116,character,159,59,188,96
360.png,300,116,character,183,56,212,92
360.png,300,116,character,212,43,234,79
360.png,300,116,character,228,39,251,74
360.png,300,116,character,247,38,271,73
181.png,452,162,character,58,60,97,109
181.png,452,162,character,102,55,137,110
181.png,452,162,character,138,54,175,109
181.png,452,162,character,177,53,213,114
181.png,452,162,character,217,68,250,114
181.png,452,162,character,253,68,289,115
181.png,452,162,character,302,56,328,103
181.png,452,162,character,330,56,358,108
181.png,452,162,character,360,55,392,112
312.png,274,130,character,33,42,60,77
312.png,274,130,character,63,37,85,82
312.png,274,130,character,85,39,107,85
312.png,274,130,character,107,40,130,92
312.png,274,130,character,128,58,150,94
312.png,274,130,character,150,61,176,99
312.png,274,130,character,184,58,202,93
312.png,274,130,character,202,58,220,93
312.png,274,130,character,219,57,239,96
66.png,498,132,character,71,52,115,113
66.png,498,132,character,118,37,158,106
66.png,498,132,character,163,37,201,104
66.png,498,132,character,206,36,249,103
66.png,498,132,character,256,50,290,107
66.png,498,132,character,296,47,338,111
66.png,498,132,character,355,35,384,95
66.png,498,132,character,384,30,419,95
66.png,498,132,character,417,30,451,93
77.png,286,132,character,43,44,71,86
77.png,286,132,character,74,38,99,87
77.png,286,132,character,101,38,125,92
77.png,286,132,character,129,41,152,93
77.png,286,132,character,155,53,182,96
77.png,286,132,character,182,53,210,103
77.png,286,132,character,221,44,241,86
77.png,286,132,character,242,46,264,89
74.png,280,118,character,35,35,57,73
74.png,280,118,character,64,27,87,71
74.png,280,118,character,88,29,111,70
74.png,280,118,character,116,32,141,72
74.png,280,118,character,144,37,165,73
74.png,280,118,character,169,44,194,79
74.png,280,118,character,205,30,225,64
74.png,280,118,character,226,30,247,67
10.png,376,110,character,61,47,90,91
10.png,376,110,character,92,35,122,90
10.png,376,110,character,126,31,155,86
10.png,376,110,character,157,34,186,84
10.png,376,110,character,190,41,218,84
10.png,376,110,character,221,41,250,82
10.png,376,110,character,257,26,279,67
10.png,376,110,character,280,25,304,64
10.png,376,110,character,304,24,325,62
151.png,308,104,character,28,34,56,73
151.png,308,104,character,57,22,86,75
151.png,308,104,character,89,25,116,77
151.png,308,104,character,116,26,146,79
151.png,308,104,character,150,41,177,83
151.png,308,104,character,179,42,211,86
151.png,308,104,character,221,30,245,72
151.png,308,104,character,244,29,267,73
151.png,308,104,character,267,29,292,76
322.png,390,170,character,58,32,92,85
322.png,390,170,character,91,19,121,92
322.png,390,170,character,122,24,152,91
322.png,390,170,character,148,31,185,100
322.png,390,170,character,180,47,219,106
322.png,390,170,character,216,50,252,114
322.png,390,170,character,266,44,291,98
322.png,390,170,character,291,43,317,102
322.png,390,170,character,316,42,346,104
154.png,312,124,character,45,43,65,82
154.png,312,124,character,68,35,95,86
154.png,312,124,character,96,33,123,89
154.png,312,124,character,124,42,151,94
154.png,312,124,character,151,52,176,97
154.png,312,124,character,179,57,205,102
154.png,312,124,character,220,49,237,89
154.png,312,124,character,237,49,260,91
154.png,312,124,character,261,52,281,93
162.png,430,96,character,28,26,76,84
162.png,430,96,character,87,19,122,81
162.png,430,96,character,125,19,165,81
162.png,430,96,character,171,20,213,82
162.png,430,96,character,222,33,257,82
162.png,430,96,character,264,34,302,84
162.png,430,96,character,324,17,355,69
162.png,430,96,character,357,14,388,66
67.png,394,120,character,38,42,71,94
67.png,394,120,character,78,33,110,92
67.png,394,120,character,114,34,148,94
67.png,394,120,character,148,32,188,91
67.png,394,120,character,191,43,230,94
67.png,394,120,character,228,43,262,97
67.png,394,120,character,278,26,306,78
67.png,394,120,character,305,22,334,78
67.png,394,120,character,334,22,364,80
116.png,368,168,character,54,57,82,105
116.png,368,168,character,91,53,123,108
116.png,368,168,character,127,55,160,114
116.png,368,168,character,161,58,189,117
116.png,368,168,character,196,74,227,121
116.png,368,168,character,233,77,263,128
116.png,368,168,character,284,67,307,114
116.png,368,168,character,309,71,334,117
60.png,372,110,character,54,51,85,96
60.png,372,110,character,90,36,123,91
60.png,372,110,character,124,35,156,87
60.png,372,110,character,156,33,193,85
60.png,372,110,character,192,32,221,79
60.png,372,110,character,223,34,256,81
60.png,372,110,character,266,14,289,58
60.png,372,110,character,289,11,313,56
60.png,372,110,character,314,8,334,53
50.png,332,116,character,42,45,74,82
50.png,332,116,character,79,30,111,83
50.png,332,116,character,114,30,143,80
50.png,332,116,character,146,29,178,82
50.png,332,116,character,185,38,214,82
50.png,332,116,character,216,38,248,81
50.png,332,116,character,261,22,285,64
50.png,332,116,character,287,20,310,61
357.png,484,132,character,61,62,105,118
357.png,484,132,character,108,46,158,115
357.png,484,132,character,161,40,207,109
357.png,484,132,character,208,36,255,105
357.png,484,132,character,257,47,302,102
357.png,484,132,character,305,41,348,99
357.png,484,132,character,360,19,392,74
357.png,484,132,character,395,19,426,70
357.png,484,132,character,427,15,461,66
320.png,308,120,character,28,35,58,74
320.png,308,120,character,58,28,89,80
320.png,308,120,character,85,26,118,82
320.png,308,120,character,117,29,148,86
320.png,308,120,character,145,41,176,86
320.png,308,120,character,175,46,205,89
320.png,308,120,character,214,35,236,77
320.png,308,120,character,237,37,261,79
320.png,308,120,character,260,35,285,81
321.png,278,114,character,41,39,66,78
321.png,278,114,character,66,34,92,79
321.png,278,114,character,94,34,118,79
321.png,278,114,character,118,36,143,83
321.png,278,114,character,142,45,169,83
321.png,278,114,character,168,46,194,85
321.png,278,114,character,202,39,221,74
321.png,278,114,character,221,39,244,76
321.png,278,114,character,240,39,263,77
275.png,248,114,character,34,41,56,73
275.png,248,114,character,57,35,79,72
275.png,248,114,character,80,37,101,71
275.png,248,114,character,101,36,122,72
275.png,248,114,character,123,46,145,74
275.png,248,114,character,146,46,169,74
275.png,248,114,character,176,35,192,64
275.png,248,114,character,193,35,209,65
275.png,248,114,character,209,36,226,65
373.png,362,118,character,39,49,76,97
373.png,362,118,character,80,36,119,90
373.png,362,118,character,118,34,153,92
373.png,362,118,character,154,30,189,88
373.png,362,118,character,197,38,229,84
373.png,362,118,character,229,37,265,81
373.png,362,118,character,277,16,300,55
373.png,362,118,character,304,13,330,52
262.png,328,118,character,31,38,63,84
262.png,328,118,character,69,32,99,85
262.png,328,118,character,101,30,131,85
262.png,328,118,character,131,32,160,86
262.png,328,118,character,168,45,195,90
262.png,328,118,character,201,46,226,90
262.png,328,118,character,241,35,266,76
262.png,328,118,character,267,35,290,76
59.png,530,160,character,62,108,110,160
59.png,530,160,character,120,89,161,160
59.png,530,160,character,169,82,217,160
59.png,530,160,character,222,81,267,155
59.png,530,160,character,274,86,317,151
59.png,530,160,character,319,81,367,146
59.png,530,160,character,386,56,417,115
59.png,530,160,character,420,54,456,115
59.png,530,160,character,456,47,492,105
111.png,380,166,character,52,53,83,104
111.png,380,166,character,84,45,118,100
111.png,380,166,character,124,47,151,105
111.png,380,166,character,154,51,182,106
111.png,380,166,character,187,65,216,110
111.png,380,166,character,220,68,250,110
111.png,380,166,character,265,54,289,98
111.png,380,166,character,289,55,317,102
111.png,380,166,character,319,56,342,100
306.png,296,120,character,51,40,78,75
306.png,296,120,character,80,35,103,76
306.png,296,120,character,106,36,129,75
306.png,296,120,character,128,34,154,77
306.png,296,120,character,160,45,180,80
306.png,296,120,character,183,44,207,82
306.png,296,120,character,215,36,236,71
306.png,296,120,character,236,36,259,72
136.png,390,154,character,62,54,89,97
136.png,390,154,character,95,44,124,100
136.png,390,154,character,128,45,155,101
136.png,390,154,character,156,45,189,102
136.png,390,154,character,188,66,219,108
136.png,390,154,character,220,66,248,109
136.png,390,154,character,264,51,286,99
136.png,390,154,character,289,53,313,100
136.png,390,154,character,314,54,336,100
344.png,234,80,character,28,31,48,62
344.png,234,80,character,48,24,69,62
344.png,234,80,character,70,24,90,63
344.png,234,80,character,91,25,113,67
344.png,234,80,character,115,35,135,66
344.png,234,80,character,136,34,157,67
344.png,234,80,character,164,25,180,55
344.png,234,80,character,181,26,197,56
344.png,234,80,character,197,26,215,57
333.png,382,176,character,44,50,83,109
333.png,382,176,character,80,38,115,106
333.png,382,176,character,114,36,152,110
333.png,382,176,character,151,42,187,115
333.png,382,176,character,188,61,225,116
333.png,382,176,character,225,62,263,122
333.png,382,176,character,274,48,301,107
333.png,382,176,character,303,47,330,110
333.png,382,176,character,329,51,362,113
380.png,344,144,character,32,64,65,113
380.png,344,144,character,68,48,105,106
380.png,344,144,character,105,44,143,100
380.png,344,144,character,143,38,176,93
380.png,344,144,character,176,44,215,89
380.png,344,144,character,216,38,249,85
380.png,344,144,character,255,16,282,66
380.png,344,144,character,283,12,310,63
380.png,344,144,character,312,8,341,58
276.png,194,82,character,33,22,50,42
276.png,194,82,character,53,16,69,43
276.png,194,82,character,69,16,85,43
276.png,194,82,character,86,16,102,43
276.png,194,82,character,104,23,120,45
276.png,194,82,character,121,23,135,45
276.png,194,82,character,143,18,156,37
276.png,194,82,character,157,17,168,38
356.png,528,134,character,50,65,100,126
356.png,528,134,character,106,50,149,126
356.png,528,134,character,153,51,201,123
356.png,528,134,character,207,48,249,122
356.png,528,134,character,256,58,300,116
356.png,528,134,character,304,55,349,115
356.png,528,134,character,364,32,398,87
356.png,528,134,character,399,29,435,83
356.png,528,134,character,437,25,471,79
51.png,354,104,character,50,52,85,94
51.png,354,104,character,86,36,117,92
51.png,354,104,character,118,37,150,90
51.png,354,104,character,149,37,181,89
51.png,354,104,character,185,46,212,88
51.png,354,104,character,217,46,245,85
51.png,354,104,character,257,31,277,69
51.png,354,104,character,278,30,301,68
51.png,354,104,character,301,25,325,67
55.png,368,140,character,35,49,66,100
55.png,368,140,character,74,37,106,100
55.png,368,140,character,110,41,144,104
55.png,368,140,character,149,41,179,102
55.png,368,140,character,188,57,219,107
55.png,368,140,character,225,57,259,108
55.png,368,140,character,279,39,306,93
55.png,368,140,character,310,40,334,90
381.png,308,118,character,25,58,56,97
381.png,308,118,character,63,43,93,94
381.png,308,118,character,93,41,126,90
381.png,308,118,character,127,36,158,86
381.png,308,118,character,165,41,195,82
381.png,308,118,character,196,36,226,80
381.png,308,118,character,238,22,262,58
381.png,308,118,character,262,18,286,54
299.png,454,164,character,53,60,103,119
299.png,454,164,character,106,48,144,118
299.png,454,164,character,147,48,185,121
299.png,454,164,character,186,47,228,119
299.png,454,164,character,239,61,275,118
299.png,454,164,character,279,60,319,118
299.png,454,164,character,339,44,372,104
299.png,454,164,character,374,45,406,100
121.png,458,146,character,61,46,103,101
121.png,458,146,character,106,38,142,100
121.png,458,146,character,148,34,192,107
121.png,458,146,character,193,38,230,109
121.png,458,146,character,235,55,276,113
121.png,458,146,character,279,58,323,117
121.png,458,146,character,335,42,368,102
121.png,458,146,character,367,42,402,96
121.png,458,146,character,402,42,437,100
287.png,364,128,character,46,42,76,84
287.png,364,128,character,77,35,108,88
287.png,364,128,character,111,36,143,89
287.png,364,128,character,142,37,173,93
287.png,364,128,character,176,48,204,93
287.png,364,128,character,208,49,236,96
287.png,364,128,character,249,42,269,81
287.png,364,128,character,271,40,294,81
287.png,364,128,character,296,40,321,85
334.png,340,136,character,44,50,71,92
334.png,340,136,character,74,34,105,95
334.png,340,136,character,104,32,137,99
334.png,340,136,character,137,38,167,99
334.png,340,136,character,172,51,204,104
334.png,340,136,character,206,53,236,108
334.png,340,136,character,246,40,274,91
334.png,340,136,character,274,42,302,95
328.png,334,110,character,41,19,73,65
328.png,334,110,character,77,9,110,67
328.png,334,110,character,110,13,138,69
328.png,334,110,character,138,17,171,70
328.png,334,110,character,175,31,207,72
328.png,334,110,character,209,30,244,77
328.png,334,110,character,257,18,282,63
328.png,334,110,character,283,17,309,64
8.png,476,162,character,45,46,84,113
8.png,476,162,character,89,38,127,114
8.png,476,162,character,133,38,177,113
8.png,476,162,character,179,36,227,121
8.png,476,162,character,228,53,268,117
8.png,476,162,character,271,55,312,124
8.png,476,162,character,332,39,364,101
8.png,476,162,character,370,39,400,101
8.png,476,162,character,405,40,439,103
139.png,380,140,character,51,56,83,99
139.png,380,140,character,91,47,119,104
139.png,380,140,character,120,48,154,107
139.png,380,140,character,155,51,189,108
139.png,380,140,character,196,64,225,111
139.png,380,140,character,226,65,262,110
139.png,380,140,character,275,55,300,103
139.png,380,140,character,301,56,328,103
177.png,518,156,character,64,60,104,113
177.png,518,156,character,111,45,151,116
177.png,518,156,character,151,53,200,116
177.png,518,156,character,200,53,244,116
177.png,518,156,character,246,60,287,119
177.png,518,156,character,292,64,335,118
177.png,518,156,character,348,49,381,99
177.png,518,156,character,382,46,419,95
177.png,518,156,character,419,43,453,90
274.png,298,108,character,21,42,47,77
274.png,298,108,character,50,31,72,76
274.png,298,108,character,74,34,98,75
274.png,298,108,character,100,32,123,77
274.png,298,108,character,124,40,148,76
274.png,298,108,character,151,40,172,76
274.png,298,108,character,182,30,200,62
274.png,298,108,character,201,29,220,64
274.png,298,108,character,221,29,241,62
145.png,328,128,character,43,45,69,89
145.png,328,128,character,73,38,98,90
145.png,328,128,character,102,36,128,94
145.png,328,128,character,132,44,158,98
145.png,328,128,character,162,53,189,100
145.png,328,128,character,194,54,216,101
145.png,328,128,character,231,48,251,91
145.png,328,128,character,253,49,274,94
145.png,328,128,character,275,49,297,93
221.png,294,116,character,52,46,74,80
221.png,294,116,character,76,40,100,84
221.png,294,116,character,103,44,125,89
221.png,294,116,character,129,45,150,91
221.png,294,116,character,152,56,176,94
221.png,294,116,character,179,58,203,94
221.png,294,116,character,215,53,231,88
221.png,294,116,character,232,54,253,90
221.png,294,116,character,254,54,273,91
204.png,634,148,character,56,33,107,104
204.png,634,148,character,125,20,181,107
204.png,634,148,character,186,26,242,114
204.png,634,148,character,245,33,299,119
204.png,634,148,character,311,51,366,125
204.png,634,148,character,373,50,425,132
204.png,634,148,character,453,42,499,115
204.png,634,148,character,503,44,546,114
128.png,372,148,character,44,46,74,84
128.png,372,148,character,79,35,108,86
128.png,372,148,character,111,40,137,88
128.png,372,148,character,139,42,168,94
128.png,372,148,character,167,55,196,100
128.png,372,148,character,198,57,230,103
128.png,372,148,character,244,47,265,95
128.png,372,148,character,266,48,288,94
128.png,372,148,character,289,50,313,97
131.png,362,136,character,53,45,89,89
131.png,362,136,character,93,38,122,92
131.png,362,136,character,122,42,156,93
131.png,362,136,character,157,43,186,96
131.png,362,136,character,192,54,224,100
131.png,362,136,character,224,56,257,101
131.png,362,136,character,272,46,294,91
131.png,362,136,character,294,46,320,93
14.png,290,88,character,36,42,64,74
14.png,290,88,character,69,32,90,70
14.png,290,88,character,95,30,116,68
14.png,290,88,character,119,28,143,65
14.png,290,88,character,148,34,169,64
14.png,290,88,character,173,31,196,62
14.png,290,88,character,205,19,223,47
14.png,290,88,character,227,15,245,46
21.png,386,130,character,58,46,88,88
21.png,386,130,character,92,34,121,87
